merchant_id,merchant_type,product_category,product_name,date,day_of_week,weekend_flag,promotion_flag,original_price,production_quantity,sold_quantity,surplus_quantity,shelf_life_hours,preparation_time,storage_type,current_time,holding_time_hours,day_pattern,is_holiday_period
FNB005,Small F&B,Bento Sets,Teriyaki Bento,2026-01-24,5,1,0,16.92,43,35,8,6,23,Ambient,07:42,2.0,saturday,0
FNB005,Small F&B,Rice Dishes,Fried Rice,2026-01-24,5,1,0,8.12,20,15,5,11,21,Frozen,08:37,3.8,saturday,0
CAF001,Café,Coffee & Beverages,Americano,2026-01-25,6,1,0,7.18,27,23,4,5,3,Refrigerated,06:39,3.0,sunday,0
CAF001,Café,Salads,Greek Salad,2026-01-25,6,1,0,12.42,38,32,6,26,8,Ambient,10:16,3.9,sunday,0
CAF001,Café,Desserts,Chocolate Cake,2026-01-25,6,1,0,9.24,12,9,3,28,26,Refrigerated,08:32,1.2,sunday,0
CAF002,Café,Salads,Chicken Grain Bowl,2026-01-25,6,1,0,9.72,30,25,5,38,18,Refrigerated,07:18,2.9,sunday,0
CAF002,Café,Coffee & Beverages,Latte,2026-01-25,6,1,1,7.69,11,8,3,6,4,Ambient,10:24,3.5,sunday,0
CAF002,Café,Sandwiches,Tuna Melt,2026-01-25,6,1,0,10.81,15,12,3,13,14,Frozen,08:36,2.9,sunday,0
CAF002,Café,Pastries,Croissant,2026-01-25,6,1,0,6.89,43,38,5,66,4,Refrigerated,08:20,1.8,sunday,0
CAF003,Café,Sandwiches,Veggie Panini,2026-01-25,6,1,0,8.15,30,26,4,13,12,Ambient,09:56,2.2,sunday,0
CAF003,Café,Pastries,Croissant,2026-01-25,6,1,0,7.16,40,34,6,50,1,Refrigerated,08:52,4.0,sunday,0
CAF004,Café,Desserts,Chocolate Cake,2026-01-25,6,1,0,10.78,31,26,5,50,26,Ambient,10:36,2.5,sunday,0
CAF004,Café,Pastries,Almond Croissant,2026-01-25,6,1,1,7.01,10,8,2,72,4,Refrigerated,09:30,3.2,sunday,0
CAF004,Café,Sandwiches,Tuna Melt,2026-01-25,6,1,0,7.12,20,17,3,22,11,Ambient,10:22,1.4,sunday,0
CAF005,Café,Coffee & Beverages,Cold Brew,2026-01-25,6,1,0,6.63,16,13,3,6,5,Ambient,10:40,2.3,sunday,0
CAF005,Café,Sandwiches,Tuna Melt,2026-01-25,6,1,0,10.5,21,18,3,22,6,Refrigerated,07:00,2.8,sunday,0
CAF005,Café,Pastries,Cinnamon Roll,2026-01-25,6,1,0,4.78,21,18,3,30,1,Refrigerated,07:21,1.1,sunday,0
BAK001,Bakery,Cookies,Double Chocolate,2026-01-25,6,1,1,4.39,33,26,7,221,11,Frozen,08:36,3.6,sunday,0
BAK001,Bakery,Cakes,Carrot Cake,2026-01-25,6,1,0,7.95,50,41,9,69,24,Ambient,10:16,4.0,sunday,0
BAK001,Bakery,Pastries,Apple Turnover,2026-01-25,6,1,0,4.06,41,34,7,34,0,Refrigerated,08:02,3.9,sunday,0
BAK001,Bakery,Tarts,Fruit Tart,2026-01-25,6,1,0,6.45,18,14,4,60,23,Ambient,09:33,1.4,sunday,0
BAK002,Bakery,Bread,Baguette,2026-01-25,6,1,0,4.43,32,24,8,38,5,Refrigerated,09:47,3.4,sunday,0
BAK002,Bakery,Cookies,Snickerdoodle,2026-01-25,6,1,0,3.34,73,61,12,186,10,Refrigerated,09:02,2.3,sunday,0
BAK002,Bakery,Pastries,Apple Turnover,2026-01-25,6,1,0,4.26,19,13,6,39,1,Refrigerated,08:55,3.8,sunday,0
BAK002,Bakery,Cakes,Carrot Cake,2026-01-25,6,1,0,10.88,38,31,7,73,35,Ambient,09:33,3.6,sunday,0
BAK003,Bakery,Cookies,Oatmeal Raisin,2026-01-25,6,1,0,2.6,48,40,8,228,15,Refrigerated,07:33,3.0,sunday,0
BAK003,Bakery,Pastries,Danish Pastry,2026-01-25,6,1,0,7.0,77,63,14,62,2,Refrigerated,08:18,1.3,sunday,0
BAK004,Bakery,Cookies,Oatmeal Raisin,2026-01-25,6,1,1,4.16,29,21,8,197,10,Frozen,08:45,1.4,sunday,0
BAK004,Bakery,Tarts,Chocolate Tart,2026-01-25,6,1,1,6.9,45,38,7,37,23,Ambient,06:49,2.0,sunday,0
BAK004,Bakery,Pastries,Cheese Danish,2026-01-25,6,1,0,5.2,48,40,8,70,1,Ambient,07:52,1.1,sunday,0
BAK005,Bakery,Tarts,Fruit Tart,2026-01-25,6,1,1,8.29,57,50,7,70,10,Refrigerated,09:05,3.3,sunday,0
BAK005,Bakery,Pastries,Almond Twist,2026-01-25,6,1,0,3.75,21,16,5,36,1,Refrigerated,09:25,3.6,sunday,0
FNB001,Small F&B,Bento Sets,Sushi Set,2026-01-25,6,1,1,17.87,20,16,4,22,23,Ambient,08:50,2.5,sunday,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-01-25,6,1,1,6.53,35,30,5,36,15,Refrigerated,08:52,3.2,sunday,0
FNB001,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-01-25,6,1,1,11.53,46,40,6,12,19,Refrigerated,06:37,3.4,sunday,0
FNB002,Small F&B,Bento Sets,Teriyaki Bento,2026-01-25,6,1,1,14.42,49,42,7,24,35,Ambient,07:27,1.3,sunday,0
FNB002,Small F&B,Soup & Sides,Takoyaki,2026-01-25,6,1,0,5.14,54,45,9,43,11,Refrigerated,10:48,2.6,sunday,0
FNB002,Small F&B,Desserts,Mochi Ice Cream,2026-01-25,6,1,0,8.38,34,27,7,30,30,Refrigerated,07:09,3.4,sunday,0
FNB003,Small F&B,Noodle Dishes,Miso Ramen,2026-01-25,6,1,0,10.75,29,24,5,12,17,Frozen,06:31,1.8,sunday,0
FNB003,Small F&B,Soup & Sides,Edamame,2026-01-25,6,1,0,4.15,56,48,8,29,8,Frozen,09:50,2.5,sunday,0
FNB004,Small F&B,Bento Sets,Yakitori Set,2026-01-25,6,1,0,16.12,25,20,5,8,32,Refrigerated,06:00,1.5,sunday,0
FNB004,Small F&B,Soup & Sides,Takoyaki,2026-01-25,6,1,1,7.48,27,23,4,22,15,Refrigerated,09:31,1.4,sunday,0
FNB005,Small F&B,Bento Sets,Yakitori Set,2026-01-25,6,1,0,19.97,37,31,6,17,38,Refrigerated,08:09,1.9,sunday,0
FNB005,Small F&B,Rice Dishes,Curry Rice,2026-01-25,6,1,0,11.64,36,30,6,9,19,Ambient,07:45,3.5,sunday,0
CAF001,Café,Salads,Caesar Salad,2026-01-26,0,0,0,10.56,22,19,3,41,13,Ambient,06:39,2.4,transition,0
CAF001,Café,Coffee & Beverages,Cold Brew,2026-01-26,0,0,0,7.59,32,28,4,6,4,Frozen,09:55,2.3,transition,0
CAF002,Café,Sandwiches,BLT,2026-01-26,0,0,0,7.76,23,20,3,9,7,Ambient,09:37,2.9,transition,0
CAF002,Café,Pastries,Banana Bread,2026-01-26,0,0,0,5.92,49,44,5,34,0,Refrigerated,09:13,1.3,transition,0
CAF002,Café,Coffee & Beverages,Latte,2026-01-26,0,0,0,6.16,10,8,2,4,3,Frozen,08:28,2.3,transition,0
CAF003,Café,Pastries,Cinnamon Roll,2026-01-26,0,0,0,6.6,40,34,6,44,4,Frozen,06:38,3.5,transition,0
CAF003,Café,Salads,Chicken Grain Bowl,2026-01-26,0,0,0,12.56,37,32,5,28,18,Refrigerated,06:57,2.3,transition,0
CAF004,Café,Salads,Quinoa Power Bowl,2026-01-26,0,0,0,10.07,45,40,5,24,14,Frozen,07:59,3.2,transition,0
CAF004,Café,Sandwiches,BLT,2026-01-26,0,0,0,7.97,47,41,6,17,9,Ambient,08:00,2.8,transition,0
CAF004,Café,Desserts,Carrot Cake,2026-01-26,0,0,0,8.39,26,22,4,60,10,Ambient,09:59,2.4,transition,0
CAF005,Café,Salads,Caesar Salad,2026-01-26,0,0,0,10.85,49,44,5,23,10,Ambient,06:53,3.5,transition,0
CAF005,Café,Coffee & Beverages,Cappuccino,2026-01-26,0,0,0,5.6,44,39,5,8,2,Frozen,07:43,3.5,transition,0
BAK001,Bakery,Cakes,Chocolate Fudge,2026-01-26,0,0,1,13.7,22,18,4,112,19,Frozen,09:05,1.5,transition,0
BAK001,Bakery,Bread,Focaccia,2026-01-26,0,0,0,6.05,15,12,3,39,5,Refrigerated,08:53,3.1,transition,0
BAK001,Bakery,Tarts,Fruit Tart,2026-01-26,0,0,0,8.17,38,33,5,61,10,Ambient,09:50,1.0,transition,0
BAK001,Bakery,Pastries,Danish Pastry,2026-01-26,0,0,0,4.73,39,33,6,43,0,Refrigerated,07:18,1.5,transition,0
BAK002,Bakery,Pastries,Danish Pastry,2026-01-26,0,0,0,4.21,52,43,9,29,3,Refrigerated,07:23,2.0,transition,0
BAK002,Bakery,Cakes,Carrot Cake,2026-01-26,0,0,0,7.29,64,54,10,103,26,Refrigerated,08:43,3.4,transition,0
BAK003,Bakery,Tarts,Pecan Tart,2026-01-26,0,0,1,5.37,48,39,9,66,15,Ambient,08:29,2.8,transition,0
BAK003,Bakery,Cakes,Coffee Cake,2026-01-26,0,0,0,14.21,56,46,10,49,20,Refrigerated,08:21,2.0,transition,0
BAK003,Bakery,Bread,Baguette,2026-01-26,0,0,0,5.53,74,62,12,80,9,Refrigerated,08:36,3.1,transition,0
BAK003,Bakery,Cookies,Oatmeal Raisin,2026-01-26,0,0,0,3.13,62,51,11,270,9,Refrigerated,06:59,3.6,transition,0
BAK004,Bakery,Bread,Focaccia,2026-01-26,0,0,0,6.0,18,13,5,62,9,Ambient,10:33,1.6,transition,0
BAK004,Bakery,Cookies,Oatmeal Raisin,2026-01-26,0,0,0,4.16,21,17,4,204,10,Refrigerated,08:10,2.4,transition,0
BAK004,Bakery,Pastries,Danish Pastry,2026-01-26,0,0,0,4.71,25,21,4,51,0,Frozen,09:09,3.1,transition,0
BAK004,Bakery,Cakes,Chocolate Fudge,2026-01-26,0,0,0,8.27,27,23,4,75,44,Refrigerated,08:24,3.5,transition,0
BAK005,Bakery,Cookies,Double Chocolate,2026-01-26,0,0,0,4.41,32,27,5,240,15,Refrigerated,09:27,2.8,transition,0
BAK005,Bakery,Pastries,Almond Twist,2026-01-26,0,0,0,3.61,37,31,6,45,4,Refrigerated,09:39,2.8,transition,0
FNB001,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-26,0,0,0,9.31,39,33,6,6,23,Refrigerated,07:19,2.2,transition,0
FNB001,Small F&B,Soup & Sides,Takoyaki,2026-01-26,0,0,0,4.72,45,38,7,41,6,Frozen,07:46,1.3,transition,0
FNB002,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-26,0,0,0,13.02,44,38,6,10,23,Ambient,09:19,2.3,transition,0
FNB002,Small F&B,Bento Sets,Yakitori Set,2026-01-26,0,0,0,16.02,50,43,7,17,23,Frozen,09:27,2.6,transition,0
FNB003,Small F&B,Rice Dishes,Bibimbap,2026-01-26,0,0,0,9.8,52,44,8,11,28,Refrigerated,06:18,1.1,transition,0
FNB003,Small F&B,Bento Sets,Teriyaki Bento,2026-01-26,0,0,0,19.11,43,37,6,15,20,Refrigerated,08:11,1.9,transition,0
FNB004,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-01-26,0,0,0,11.72,45,39,6,5,19,Ambient,09:40,2.5,transition,0
FNB004,Small F&B,Desserts,Matcha Parfait,2026-01-26,0,0,0,10.13,35,30,5,70,26,Frozen,08:02,1.2,transition,0
FNB004,Small F&B,Noodle Dishes,Laksa,2026-01-26,0,0,0,11.67,25,21,4,8,23,Refrigerated,08:11,3.9,transition,0
FNB005,Small F&B,Soup & Sides,Edamame,2026-01-26,0,0,0,6.28,39,32,7,27,5,Refrigerated,07:30,1.6,transition,0
FNB005,Small F&B,Rice Dishes,Teriyaki Don,2026-01-26,0,0,0,9.94,22,18,4,8,23,Frozen,06:13,1.1,transition,0
CAF001,Café,Salads,Greek Salad,2026-01-27,1,0,0,10.12,30,27,3,41,17,Refrigerated,08:38,2.0,midweek,0
CAF001,Café,Sandwiches,Turkey Sandwich,2026-01-27,1,0,0,8.71,30,27,3,20,12,Refrigerated,07:44,1.5,midweek,0
CAF001,Café,Coffee & Beverages,Cold Brew,2026-01-27,1,0,0,7.89,50,45,5,4,3,Frozen,09:33,2.1,midweek,0
CAF002,Café,Salads,Garden Fresh,2026-01-27,1,0,0,10.76,37,33,4,30,16,Refrigerated,09:15,2.1,midweek,0
CAF002,Café,Coffee & Beverages,Cappuccino,2026-01-27,1,0,0,4.84,23,20,3,6,3,Ambient,09:49,3.3,midweek,0
CAF002,Café,Desserts,Carrot Cake,2026-01-27,1,0,0,8.11,23,20,3,44,21,Refrigerated,08:42,3.7,midweek,0
CAF002,Café,Sandwiches,Veggie Panini,2026-01-27,1,0,0,9.51,44,40,4,21,12,Frozen,07:59,2.3,midweek,0
CAF003,Café,Coffee & Beverages,Latte,2026-01-27,1,0,0,6.89,16,13,3,7,5,Refrigerated,07:01,2.9,midweek,0
CAF003,Café,Sandwiches,Turkey Sandwich,2026-01-27,1,0,0,10.0,36,32,4,13,7,Refrigerated,08:30,3.1,midweek,0
CAF003,Café,Pastries,Banana Bread,2026-01-27,1,0,0,7.03,34,30,4,34,3,Frozen,07:55,1.7,midweek,0
CAF004,Café,Sandwiches,Veggie Panini,2026-01-27,1,0,0,7.32,11,9,2,13,15,Refrigerated,08:15,3.4,midweek,0
CAF004,Café,Pastries,Croissant,2026-01-27,1,0,0,6.71,31,28,3,39,3,Frozen,09:04,1.0,midweek,0
CAF005,Café,Salads,Chicken Grain Bowl,2026-01-27,1,0,0,13.42,44,39,5,46,19,Refrigerated,06:30,3.5,midweek,0
CAF005,Café,Desserts,Tiramisu,2026-01-27,1,0,0,8.18,42,37,5,31,13,Refrigerated,06:16,3.3,midweek,0
CAF005,Café,Coffee & Beverages,Latte,2026-01-27,1,0,0,5.78,31,27,4,7,3,Ambient,07:21,2.9,midweek,0
CAF005,Café,Pastries,Cinnamon Roll,2026-01-27,1,0,0,6.51,26,22,4,45,3,Refrigerated,08:36,1.8,midweek,0
BAK001,Bakery,Cakes,Coffee Cake,2026-01-27,1,0,0,9.9,52,44,8,120,35,Refrigerated,07:45,2.3,midweek,0
BAK001,Bakery,Bread,Whole Wheat Loaf,2026-01-27,1,0,0,4.73,52,43,9,53,0,Ambient,09:37,1.9,midweek,0
BAK001,Bakery,Cookies,Snickerdoodle,2026-01-27,1,0,0,4.36,66,56,10,256,15,Frozen,07:54,2.5,midweek,0
BAK001,Bakery,Pastries,Cheese Danish,2026-01-27,1,0,0,6.09,76,64,12,24,5,Frozen,10:21,1.7,midweek,0
BAK002,Bakery,Bread,Ciabatta,2026-01-27,1,0,0,6.85,16,11,5,91,3,Frozen,09:23,3.0,midweek,0
BAK002,Bakery,Pastries,Apple Turnover,2026-01-27,1,0,0,5.53,49,42,7,71,4,Refrigerated,09:51,1.2,midweek,0
BAK002,Bakery,Cookies,Double Chocolate,2026-01-27,1,0,0,4.49,38,31,7,230,8,Refrigerated,08:29,1.5,midweek,0
BAK002,Bakery,Cakes,Lemon Drizzle,2026-01-27,1,0,0,7.73,39,32,7,64,31,Frozen,07:13,1.7,midweek,0
BAK003,Bakery,Bread,Sourdough Loaf,2026-01-27,1,0,0,4.98,29,23,6,36,8,Refrigerated,08:38,2.5,midweek,0
BAK003,Bakery,Tarts,Fruit Tart,2026-01-27,1,0,0,7.38,71,61,10,64,24,Ambient,10:16,3.3,midweek,0
BAK003,Bakery,Pastries,Danish Pastry,2026-01-27,1,0,0,4.81,76,64,12,43,2,Frozen,09:15,2.0,midweek,0
BAK004,Bakery,Cookies,Chocolate Chip,2026-01-27,1,0,0,3.3,80,70,10,184,11,Ambient,08:06,3.8,midweek,0
BAK004,Bakery,Bread,Focaccia,2026-01-27,1,0,0,8.11,39,31,8,51,4,Refrigerated,08:20,3.3,midweek,0
BAK004,Bakery,Tarts,Bakewell Tart,2026-01-27,1,0,0,5.34,34,28,6,49,15,Ambient,09:39,3.0,midweek,0
BAK004,Bakery,Pastries,Cheese Danish,2026-01-27,1,0,0,6.11,68,57,11,40,3,Ambient,10:53,1.9,midweek,0
BAK005,Bakery,Cakes,Chocolate Fudge,2026-01-27,1,0,1,11.51,68,59,9,55,45,Frozen,08:41,3.4,midweek,0
BAK005,Bakery,Cookies,Chocolate Chip,2026-01-27,1,0,0,4.55,40,33,7,243,10,Refrigerated,06:27,3.4,midweek,0
BAK005,Bakery,Pastries,Danish Pastry,2026-01-27,1,0,0,6.69,79,66,13,28,1,Ambient,07:46,2.4,midweek,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-01-27,1,0,0,5.12,58,51,7,15,15,Ambient,07:34,2.1,midweek,0
FNB001,Small F&B,Desserts,Dorayaki,2026-01-27,1,0,0,11.29,24,20,4,50,14,Refrigerated,09:37,1.9,midweek,0
FNB002,Small F&B,Bento Sets,Sushi Set,2026-01-27,1,0,0,16.25,38,32,6,8,30,Ambient,10:23,3.7,midweek,0
FNB002,Small F&B,Desserts,Dorayaki,2026-01-27,1,0,0,7.93,34,28,6,67,18,Refrigerated,07:47,3.8,midweek,0
FNB003,Small F&B,Soup & Sides,Korokke,2026-01-27,1,0,0,4.24,52,45,7,14,13,Refrigerated,09:20,3.4,midweek,0
FNB003,Small F&B,Desserts,Mochi Ice Cream,2026-01-27,1,0,0,10.41,56,48,8,31,27,Refrigerated,07:32,3.5,midweek,0
FNB003,Small F&B,Rice Dishes,Bibimbap,2026-01-27,1,0,0,12.55,32,26,6,10,23,Refrigerated,08:56,3.6,midweek,0
FNB004,Small F&B,Noodle Dishes,Beef Noodles,2026-01-27,1,0,0,12.69,47,42,5,8,10,Refrigerated,08:24,1.1,midweek,0
FNB004,Small F&B,Bento Sets,Katsu Don,2026-01-27,1,0,0,18.84,57,49,8,20,40,Refrigerated,08:49,3.5,midweek,0
FNB005,Small F&B,Desserts,Dorayaki,2026-01-27,1,0,1,7.85,26,23,3,26,14,Refrigerated,08:04,2.0,midweek,0
FNB005,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-27,1,0,0,10.41,30,26,4,7,21,Ambient,06:56,3.7,midweek,0
FNB005,Small F&B,Rice Dishes,Fried Rice,2026-01-27,1,0,0,8.18,33,28,5,10,21,Refrigerated,07:24,2.8,midweek,0
FNB005,Small F&B,Bento Sets,Sushi Set,2026-01-27,1,0,0,19.31,53,45,8,9,35,Refrigerated,09:22,3.2,midweek,0
CAF001,Café,Desserts,Carrot Cake,2026-01-28,2,0,0,7.53,17,14,3,48,23,Ambient,08:54,1.3,midweek,0
CAF001,Café,Sandwiches,Turkey Sandwich,2026-01-28,2,0,0,9.17,29,26,3,18,12,Refrigerated,06:17,3.2,midweek,0
CAF002,Café,Pastries,Almond Croissant,2026-01-28,2,0,0,5.57,18,15,3,27,4,Refrigerated,09:55,3.2,midweek,0
CAF002,Café,Coffee & Beverages,Latte,2026-01-28,2,0,0,5.97,21,18,3,5,4,Frozen,09:07,3.4,midweek,0
CAF003,Café,Sandwiches,Veggie Panini,2026-01-28,2,0,0,7.14,11,9,2,7,7,Frozen,10:02,2.6,midweek,0
CAF003,Café,Desserts,Cheesecake,2026-01-28,2,0,0,6.95,10,9,1,50,12,Ambient,06:30,2.4,midweek,0
CAF003,Café,Salads,Quinoa Power Bowl,2026-01-28,2,0,0,9.67,48,44,4,42,15,Ambient,09:16,1.4,midweek,0
CAF004,Café,Coffee & Beverages,Latte,2026-01-28,2,0,0,5.27,18,16,2,4,2,Ambient,09:18,3.7,midweek,0
CAF004,Café,Salads,Greek Salad,2026-01-28,2,0,0,12.65,29,26,3,45,16,Frozen,08:56,1.8,midweek,0
CAF004,Café,Pastries,Blueberry Muffin,2026-01-28,2,0,0,6.14,47,42,5,71,3,Frozen,08:50,1.6,midweek,0
CAF004,Café,Desserts,Tiramisu,2026-01-28,2,0,0,11.01,25,21,4,60,25,Refrigerated,08:22,1.6,midweek,0
CAF005,Café,Salads,Garden Fresh,2026-01-28,2,0,0,10.31,38,34,4,44,13,Ambient,07:57,1.6,midweek,0
CAF005,Café,Pastries,Banana Bread,2026-01-28,2,0,0,5.33,16,13,3,57,2,Refrigerated,06:23,2.3,midweek,0
CAF005,Café,Desserts,Tiramisu,2026-01-28,2,0,0,7.36,39,35,4,69,19,Ambient,06:22,1.9,midweek,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-01-28,2,0,0,7.78,80,66,14,38,10,Frozen,07:47,2.1,midweek,0
BAK001,Bakery,Pastries,Almond Twist,2026-01-28,2,0,0,5.6,61,50,11,57,1,Refrigerated,07:06,3.0,midweek,0
BAK002,Bakery,Pastries,Danish Pastry,2026-01-28,2,0,0,4.61,66,57,9,50,3,Frozen,08:08,3.2,midweek,0
BAK002,Bakery,Cookies,Snickerdoodle,2026-01-28,2,0,0,4.17,41,33,8,185,5,Refrigerated,09:08,1.4,midweek,0
BAK003,Bakery,Cookies,White Choc Macadamia,2026-01-28,2,0,0,3.48,39,31,8,225,9,Refrigerated,06:25,1.4,midweek,0
BAK003,Bakery,Pastries,Danish Pastry,2026-01-28,2,0,0,4.32,33,27,6,24,5,Refrigerated,06:19,2.6,midweek,0
BAK004,Bakery,Cookies,Chocolate Chip,2026-01-28,2,0,0,3.85,73,62,11,255,9,Frozen,10:02,2.1,midweek,0
BAK004,Bakery,Cakes,Chocolate Fudge,2026-01-28,2,0,0,10.41,36,28,8,110,39,Refrigerated,07:33,1.3,midweek,0
BAK005,Bakery,Cakes,Chocolate Fudge,2026-01-28,2,0,0,10.37,28,21,7,83,43,Ambient,07:32,2.0,midweek,0
BAK005,Bakery,Pastries,Apple Turnover,2026-01-28,2,0,0,3.83,27,22,5,61,3,Refrigerated,07:27,3.0,midweek,0
BAK005,Bakery,Tarts,Chocolate Tart,2026-01-28,2,0,0,6.74,63,53,10,66,22,Frozen,06:06,2.8,midweek,0
BAK005,Bakery,Cookies,Snickerdoodle,2026-01-28,2,0,0,2.74,45,38,7,322,11,Refrigerated,09:45,3.2,midweek,0
FNB001,Small F&B,Desserts,Matcha Parfait,2026-01-28,2,0,0,10.01,21,17,4,64,20,Ambient,06:58,2.2,midweek,0
FNB001,Small F&B,Rice Dishes,Curry Rice,2026-01-28,2,0,0,10.51,42,36,6,8,29,Frozen,09:20,2.4,midweek,0
FNB001,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-28,2,0,0,10.47,55,48,7,9,15,Refrigerated,09:54,1.3,midweek,0
FNB002,Small F&B,Bento Sets,Teriyaki Bento,2026-01-28,2,0,0,19.31,25,20,5,21,40,Refrigerated,07:24,1.6,midweek,0
FNB002,Small F&B,Desserts,Taiyaki,2026-01-28,2,0,0,10.84,43,38,5,44,10,Frozen,06:37,1.9,midweek,0
FNB003,Small F&B,Desserts,Red Bean Soup,2026-01-28,2,0,0,10.17,32,27,5,66,22,Refrigerated,09:09,3.1,midweek,0
FNB003,Small F&B,Noodle Dishes,Beef Noodles,2026-01-28,2,0,0,9.73,38,32,6,9,17,Frozen,08:02,1.7,midweek,0
FNB003,Small F&B,Soup & Sides,Miso Soup,2026-01-28,2,0,0,5.98,34,28,6,25,7,Ambient,06:15,3.9,midweek,0
FNB004,Small F&B,Soup & Sides,Edamame,2026-01-28,2,0,0,7.39,57,49,8,36,9,Refrigerated,09:23,3.4,midweek,0
FNB004,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-28,2,0,1,11.24,42,36,6,9,17,Refrigerated,09:37,1.4,midweek,0
FNB004,Small F&B,Desserts,Red Bean Soup,2026-01-28,2,0,0,10.25,54,47,7,62,17,Frozen,09:45,3.1,midweek,0
FNB005,Small F&B,Soup & Sides,Korokke,2026-01-28,2,0,0,7.35,49,42,7,39,6,Refrigerated,10:10,1.1,midweek,0
FNB005,Small F&B,Bento Sets,Katsu Don,2026-01-28,2,0,1,15.81,29,25,4,14,38,Refrigerated,07:57,3.2,midweek,0
CAF001,Café,Pastries,Blueberry Muffin,2026-01-29,3,0,0,5.65,29,26,3,56,3,Refrigerated,06:34,3.9,midweek,0
CAF001,Café,Salads,Garden Fresh,2026-01-29,3,0,0,9.26,32,29,3,16,17,Refrigerated,06:26,3.2,midweek,0
CAF001,Café,Coffee & Beverages,Cold Brew,2026-01-29,3,0,0,7.21,21,19,2,7,2,Ambient,07:06,3.8,midweek,0
CAF001,Café,Desserts,Carrot Cake,2026-01-29,3,0,0,10.83,34,31,3,45,15,Ambient,06:22,1.5,midweek,0
CAF002,Café,Pastries,Cinnamon Roll,2026-01-29,3,0,0,4.3,32,28,4,45,3,Refrigerated,09:33,1.8,midweek,0
CAF002,Café,Sandwiches,BLT,2026-01-29,3,0,0,7.3,33,29,4,22,5,Ambient,06:24,1.9,midweek,0
CAF003,Café,Coffee & Beverages,Cold Brew,2026-01-29,3,0,0,6.24,44,39,5,5,4,Refrigerated,08:57,2.3,midweek,0
CAF003,Café,Pastries,Banana Bread,2026-01-29,3,0,1,4.1,38,34,4,58,0,Ambient,09:19,3.8,midweek,0
CAF003,Café,Desserts,Brownie,2026-01-29,3,0,0,9.11,16,13,3,63,20,Refrigerated,10:59,3.0,midweek,0
CAF004,Café,Desserts,Chocolate Cake,2026-01-29,3,0,0,7.48,19,16,3,36,22,Frozen,06:03,3.7,midweek,0
CAF004,Café,Coffee & Beverages,Cold Brew,2026-01-29,3,0,0,4.85,43,39,4,8,5,Refrigerated,09:41,1.6,midweek,0
CAF005,Café,Sandwiches,Tuna Melt,2026-01-29,3,0,0,9.18,15,12,3,16,13,Refrigerated,08:24,1.9,midweek,0
CAF005,Café,Salads,Caesar Salad,2026-01-29,3,0,0,11.64,12,10,2,48,16,Ambient,07:20,3.2,midweek,0
BAK001,Bakery,Cookies,Snickerdoodle,2026-01-29,3,0,0,2.63,70,58,12,213,13,Refrigerated,07:44,1.1,midweek,0
BAK001,Bakery,Pastries,Danish Pastry,2026-01-29,3,0,1,7.07,55,46,9,37,4,Ambient,08:00,1.1,midweek,0
BAK001,Bakery,Tarts,Fruit Tart,2026-01-29,3,0,0,8.2,15,10,5,45,15,Refrigerated,10:52,1.7,midweek,0
BAK002,Bakery,Pastries,Almond Twist,2026-01-29,3,0,0,6.17,69,58,11,64,2,Refrigerated,07:56,3.0,midweek,0
BAK002,Bakery,Tarts,Fruit Tart,2026-01-29,3,0,0,6.16,67,56,11,36,25,Frozen,07:00,2.9,midweek,0
BAK003,Bakery,Pastries,Pain au Chocolat,2026-01-29,3,0,1,3.96,77,67,10,34,5,Refrigerated,07:43,3.1,midweek,0
BAK003,Bakery,Tarts,Pecan Tart,2026-01-29,3,0,0,5.64,48,40,8,36,12,Ambient,08:31,1.6,midweek,0
BAK003,Bakery,Bread,Ciabatta,2026-01-29,3,0,1,4.55,44,37,7,34,1,Refrigerated,07:39,2.1,midweek,0
BAK004,Bakery,Tarts,Lemon Tart,2026-01-29,3,0,0,7.4,20,15,5,45,18,Frozen,10:22,2.4,midweek,0
BAK004,Bakery,Pastries,Cheese Danish,2026-01-29,3,0,0,4.11,52,44,8,64,1,Ambient,07:46,2.3,midweek,0
BAK005,Bakery,Tarts,Bakewell Tart,2026-01-29,3,0,1,5.14,55,48,7,50,10,Refrigerated,08:10,3.2,midweek,0
BAK005,Bakery,Cakes,Victoria Sponge,2026-01-29,3,0,0,12.47,15,11,4,97,39,Refrigerated,08:54,1.7,midweek,0
FNB001,Small F&B,Rice Dishes,Bibimbap,2026-01-29,3,0,0,12.51,38,33,5,7,30,Refrigerated,08:22,3.9,midweek,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-01-29,3,0,0,5.82,43,38,5,23,11,Ambient,10:56,1.5,midweek,0
FNB002,Small F&B,Noodle Dishes,Beef Noodles,2026-01-29,3,0,0,13.97,54,48,6,6,21,Frozen,07:25,2.3,midweek,0
